,Error order 1,Error order 2
0,0.003087859288310346,0.0003104949499757575
1,0.00162162740003724,7.75497191058119e-05
2,0.0008302110166897858,1.9377542881740106e-05
3,0.000419951169380095,4.843110405667933e-06
4,0.00021118652416474148,1.2106157281399936e-06
5,0.00010589593640186745,3.0263354457328714e-07
6,5.3023629145165785e-05,7.565582805458475e-08
7,2.653072885006047e-05,1.8913636549714916e-08
8,1.327009287432901e-05,4.728368976083207e-09
9,6.636228534251387e-06,1.1820874011590537e-09
